"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"	"category"	"field_tag"	"fields_used"
25411	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in posterior limb of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25411"	"White matter microstructure (TBSS)"	"254112.0.lnr"	"254112.0.lnr"
25413	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in retrolenticular part of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25413"	"White matter microstructure (TBSS)"	"254132.0.lnr"	"254132.0.lnr"
25415	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in anterior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25415"	"White matter microstructure (TBSS)"	"254152.0.lnr"	"254152.0.lnr"
25417	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in superior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25417"	"White matter microstructure (TBSS)"	"254172.0.lnr"	"254172.0.lnr"
25419	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in posterior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25419"	"White matter microstructure (TBSS)"	"254192.0.lnr"	"254192.0.lnr"
25421	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in posterior thalamic radiation on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25421"	"White matter microstructure (TBSS)"	"254212.0.lnr"	"254212.0.lnr"
25423	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in sagittal stratum on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25423"	"White matter microstructure (TBSS)"	"254232.0.lnr"	"254232.0.lnr"
25425	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in external capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25425"	"White matter microstructure (TBSS)"	"254252.0.lnr"	"254252.0.lnr"
25427	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in cingulum cingulate gyrus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25427"	"White matter microstructure (TBSS)"	"254272.0.lnr"	"254272.0.lnr"
25429	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in cingulum hippocampus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25429"	"White matter microstructure (TBSS)"	"254292.0.lnr"	"254292.0.lnr"
25431	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in fornix cres+stria terminalis on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25431"	"White matter microstructure (TBSS)"	"254312.0.lnr"	"254312.0.lnr"
25433	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in superior longitudinal fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25433"	"White matter microstructure (TBSS)"	"254332.0.lnr"	"254332.0.lnr"
25435	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in superior fronto-occipital fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25435"	"White matter microstructure (TBSS)"	"254352.0.lnr"	"254352.0.lnr"
25437	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in uncinate fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25437"	"White matter microstructure (TBSS)"	"254372.0.lnr"	"254372.0.lnr"
25439	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in tapetum on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25439"	"White matter microstructure (TBSS)"	"254392.0.lnr"	"254392.0.lnr"
25440	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in middle cerebellar peduncle on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25440"	"White matter microstructure (TBSS)"	"25440"	"25440"
25441	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in pontine crossing tract on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25441"	"White matter microstructure (TBSS)"	"25441"	"25441"
25442	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in genu of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25442"	"White matter microstructure (TBSS)"	"25442"	"25442"
25443	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in body of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25443"	"White matter microstructure (TBSS)"	"25443"	"25443"
25444	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in splenium of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25444"	"White matter microstructure (TBSS)"	"25444"	"25444"
25445	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in fornix on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25445"	"White matter microstructure (TBSS)"	"25445"	"25445"
25447	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in corticospinal tract on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25447"	"White matter microstructure (TBSS)"	"254472.0.lnr"	"254472.0.lnr"
25449	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in medial lemniscus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25449"	"White matter microstructure (TBSS)"	"254492.0.lnr"	"254492.0.lnr"
25451	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25451"	"White matter microstructure (TBSS)"	"254512.0.lnr"	"254512.0.lnr"
25453	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25453"	"White matter microstructure (TBSS)"	"254532.0.lnr"	"254532.0.lnr"
25455	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in cerebral peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25455"	"White matter microstructure (TBSS)"	"254552.0.lnr"	"254552.0.lnr"
25457	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI dat"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25457"	"White matter microstructure (TBSS)"	"254572.0.lnr"	"254572.0.lnr"
25459	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI da"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25459"	"White matter microstructure (TBSS)"	"254592.0.lnr"	"254592.0.lnr"
25461	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from d"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25461"	"White matter microstructure (TBSS)"	"254612.0.lnr"	"254612.0.lnr"
25463	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in anterior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25463"	"White matter microstructure (TBSS)"	"254632.0.lnr"	"254632.0.lnr"
25465	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in superior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25465"	"White matter microstructure (TBSS)"	"254652.0.lnr"	"254652.0.lnr"
25467	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in posterior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25467"	"White matter microstructure (TBSS)"	"254672.0.lnr"	"254672.0.lnr"
25469	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in posterior thalamic radiation on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25469"	"White matter microstructure (TBSS)"	"254692.0.lnr"	"254692.0.lnr"
25471	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in sagittal stratum on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25471"	"White matter microstructure (TBSS)"	"254712.0.lnr"	"254712.0.lnr"
25473	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in external capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25473"	"White matter microstructure (TBSS)"	"254732.0.lnr"	"254732.0.lnr"
25475	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25475"	"White matter microstructure (TBSS)"	"254752.0.lnr"	"254752.0.lnr"
25477	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in cingulum hippocampus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25477"	"White matter microstructure (TBSS)"	"254772.0.lnr"	"254772.0.lnr"
25479	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25479"	"White matter microstructure (TBSS)"	"254792.0.lnr"	"254792.0.lnr"
25481	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25481"	"White matter microstructure (TBSS)"	"254812.0.lnr"	"254812.0.lnr"
25483	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25483"	"White matter microstructure (TBSS)"	"254832.0.lnr"	"254832.0.lnr"
